DB 0 MOTIF	MA0051.1	IRF2
 -45.0	3	0
 -44.0	0	0
 -43.0	0	3
 -42.0	4	0
 -41.0	2	2
 -40.0	1	1
 -39.0	1	3
 -38.0	2	0
 -37.0	2	2
 -36.0	0	2
 -35.0	0	0
 -34.0	1	3
 -33.0	1	0
 -32.0	0	0
 -31.0	3	2
 -30.0	1	0
 -29.0	1	4
 -28.0	1	6
 -27.0	3	0
 -26.0	3	1
 -25.0	1	2
 -24.0	1	1
 -23.0	2	0
 -22.0	1	0
 -21.0	1	1
 -20.0	1	2
 -19.0	1	1
 -18.0	0	0
 -17.0	0	1
 -16.0	2	5
 -15.0	0	1
 -14.0	0	2
 -13.0	0	2
 -12.0	1	1
 -11.0	0	1
 -10.0	1	0
  -9.0	1	1
  -8.0	0	0
  -7.0	0	0
  -6.0	2	0
  -5.0	1	2
  -4.0	0	1
  -3.0	0	1
  -2.0	6	1
  -1.0	0	0
   0.0	0	1
   1.0	10.5	5
   2.0	3	1
   3.0	0	0
   4.0	1.5	2
   5.0	2	6
   6.0	0	4
   7.0	0	2
   8.0	1	2
   9.0	2	2
  10.0	0	0
  11.0	2	0
  12.0	0	1
  13.0	0	0
  14.0	2	4
  15.0	1	2
  16.0	1	0
  17.0	1	1
  18.0	0	1
  19.0	1	1
  20.0	2	1
  21.0	1	1
  22.0	1	2
  23.0	0	0
  24.0	1	0
  25.0	3	1
  26.0	1	0
  27.0	2	0
  28.0	1	1
  29.0	1	0
  30.0	0	0
  31.0	0	0
  32.0	0	1
  33.0	0	0
  34.0	0	0
  35.0	2	1
  36.0	3	0
  37.0	2	0
  38.0	1	0
  39.0	0	1
  40.0	0	2
  41.0	0	0
  42.0	0	0
  43.0	3	0
  44.0	0	1
  45.0	2	0
  46.0	1	1
  47.0	0	1
  48.0	0	0
  49.0	0	0
  50.0	1	0
  51.0	0	1
  52.0	0	1
  53.0	0	0
  54.0	0	1
  55.0	0	1
  56.0	0	1
  57.0	2	3
  58.0	0	1
  59.0	0	3
  60.0	0	0
  61.0	0	1
  62.0	2	1
  63.0	1	0
  64.0	1	0
  65.0	1	0
  66.0	1	0
  67.0	0	1
  68.0	0	3
  69.0	3	0
  70.0	1	2
  71.0	1	1
  72.0	0	1
  73.0	0	2
  74.0	1	0
  75.0	2	0
  76.0	2	0
  77.0	0	0
  78.0	2	1
  79.0	2	2
  80.0	0	0
  81.0	1	2
  82.0	2	4
  83.0	0	1
  84.0	2	2
  85.0	1	2
  86.0	1	0
  87.0	0	2
  88.0	7	0
  89.0	2	3
  90.0	3	2
  91.0	0	1
  92.0	1	1
  93.0	0	1
  94.0	1	0
  95.0	2	3
DB 0 MOTIF	MA0808.1	TEAD3
 -96.0	2	1
 -95.0	1	0
 -94.0	0	1
 -93.0	1	1
 -92.0	1	2
 -91.0	1	1
 -90.0	1	2
 -89.0	2	1
 -88.0	1	0
 -87.0	2	2
 -86.0	3	0
 -85.0	0	0
 -84.0	1	1
 -83.0	0	3
 -82.0	4	1
 -81.0	0	2
 -80.0	3	1
 -79.0	0	2
 -78.0	1	0
 -77.0	2	0
 -76.0	0	0
 -75.0	2	1
 -74.0	2	4
 -73.0	1	0
 -72.0	0	3
 -71.0	0	4
 -70.0	0	1
 -69.0	0	1
 -68.0	1	2
 -67.0	1	3
 -66.0	0	0
 -65.0	0	1
 -64.0	0	0
 -63.0	2	1
 -62.0	1	4
 -61.0	0	1
 -60.0	0	1
 -59.0	0	2
 -58.0	1	1
 -57.0	1	3
 -56.0	1	0.5
 -55.0	3	0
 -54.0	2	2
 -53.0	1	4
 -52.0	1	2
 -51.0	0	2
 -50.0	1	1
 -49.0	0	0
 -48.0	1	4
 -47.0	1	1
 -46.0	1	4
 -45.0	0	2
 -44.0	0	5
 -43.0	0	0
 -42.0	3	0
 -41.0	0	2
 -40.0	1	1
 -39.0	0	1
 -38.0	2	0
 -37.0	0	2
 -36.0	0	2
 -35.0	3	2
 -34.0	1	1
 -33.0	0	0
 -32.0	0	0
 -31.0	4	1
 -30.0	0	1
 -29.0	1	1
 -28.0	0	0
 -27.0	2	1
 -26.0	0	0
 -25.0	1	0
 -24.0	1	1
 -23.0	0	1
 -22.0	2	3
 -21.0	2	0
 -20.0	0	1
 -19.0	3	2
 -18.0	1	2
 -17.0	1	1
 -16.0	0	1.5
 -15.0	1	0
 -14.0	1	0
 -13.0	1	0
 -12.0	1	0
 -11.0	2	0
 -10.0	1	1
  -9.0	0	1
  -8.0	0	0
  -7.0	1	1
  -6.0	0	0
  -5.0	1	0
  -4.0	3	0
  -3.0	0	1
  -2.0	1	0
  -1.0	1	0
   0.0	0	0
   1.0	0	0
   2.0	0	0
   3.0	14	4
   4.0	0	4
   5.0	3	0
   6.0	3.5	0
   7.0	0	4
   8.0	1	1
   9.0	1	1
  10.0	0	2
  11.0	0	1
  12.0	1	1
  13.0	0	1
  14.0	3	1
  15.0	0	1
  16.0	0	0
  17.0	1	0
  18.0	0	0
  19.0	1	3
  20.0	1	0
  21.0	1	0
  22.0	1	3
  23.0	0	0
  24.0	0	0
  25.0	1	0
  26.0	0	0
  27.0	0	0
  28.0	1	0
  29.0	2	0
  30.0	0	0
  31.0	0	1
  32.0	0	0
  33.0	0	0
  34.0	0	0
  35.0	0	0
  36.0	1	1
  37.0	5	3
  38.0	1	3
  39.0	0	0
  40.0	0	1
  41.0	0	0
  42.0	0	2
  43.0	1	1
  44.0	0	0
  45.0	2	0.5
  46.0	3	1
  47.0	1.5	0
  48.0	1	1
  49.0	0	0
  50.0	1	0
  51.0	0	1
  52.0	1	1
  53.0	3	0
  54.0	1	3
  55.0	0	2
  56.0	0	0
  57.0	1	0
  58.0	1	0
  59.0	0	0
  60.0	2	1
  61.0	0	0
  62.0	3	0
  63.0	0	0
  64.0	3	0
  65.0	0	1
  66.0	1	0
  67.0	1	1
  68.0	1	0
  69.0	0	1
  70.0	0	0
  71.0	0	0
  72.0	3	2
  73.0	0	0
  74.0	1	1
  75.0	0	1
  76.0	0	1
  77.0	0	2
  78.0	2	1
  79.0	1	1
  80.0	0	0
  81.0	0	1
  82.0	0	4
  83.0	1	0
  84.0	0	1
  85.0	0	2.5
  86.0	1	0
  87.0	2	0
  88.0	2	0
  89.0	0	0
  90.0	1	1
  91.0	2	2
  92.0	1	2
  93.0	1	0
  94.0	0	0
  95.0	0	0
  96.0	3	0
DB 0 MOTIF	MA0809.1	TEAD4
 -95.0	1	2
 -94.0	2	3
 -93.0	4	0
 -92.0	4	3
 -91.0	2	1
 -90.0	1	3
 -89.0	4	1
 -88.0	4	1
 -87.0	4	3
 -86.0	4	2
 -85.0	3	3
 -84.0	4	4
 -83.0	0	4
 -82.0	10	6
 -81.0	2	2
 -80.0	3	2
 -79.0	2	1
 -78.0	1	1
 -77.0	2	2
 -76.0	6	1
 -75.0	4	2
 -74.0	3	3
 -73.0	1	1
 -72.0	0	5
 -71.0	0	7
 -70.0	1	1
 -69.0	2	3
 -68.0	3	5
 -67.0	2	4
 -66.0	2	1
 -65.0	2	6
 -64.0	0	0
 -63.0	3	2
 -62.0	1	4
 -61.0	2	3
 -60.0	3	3
 -59.0	0	4
 -58.0	4	1
 -57.0	1	1
 -56.0	2	1
 -55.0	2	4
 -54.0	3	4
 -53.0	2	2
 -52.0	1	1
 -51.0	1	3
 -50.0	2	2
 -49.0	1	0
 -48.0	0	5
 -47.0	3	1
 -46.0	2	4
 -45.0	0	3
 -44.0	0	7
 -43.0	2	0
 -42.0	2	1
 -41.0	1	3
 -40.0	2	5
 -39.0	4	3
 -38.0	4	4
 -37.0	2	2
 -36.0	1	4
 -35.0	2	3
 -34.0	1	4
 -33.0	1	1
 -32.0	1	1
 -31.0	8	1
 -30.0	4	3
 -29.0	4	3
 -28.0	8	1
 -27.0	2	3
 -26.0	3	3
 -25.0	1	0
 -24.0	5	1
 -23.0	3	6
 -22.0	4	4
 -21.0	4	3
 -20.0	3	1
 -19.0	2	2
 -18.0	2	2
 -17.0	1	1
 -16.0	2	4
 -15.0	2	1
 -14.0	1	3
 -13.0	2	0
 -12.0	5	2
 -11.0	2	0
 -10.0	2	3
  -9.0	3	2
  -8.0	0	2
  -7.0	2	2
  -6.0	2	2
  -5.0	3	1
  -4.0	4	6
  -3.0	1	0
  -2.0	2	2
  -1.0	2	0
   0.0	2	2
   1.0	0	1
   2.0	1	1
   3.0	20	8
   4.0	2	4
   5.0	5	5
   6.0	5	0
   7.0	4	11
   8.0	2	2
   9.0	3	6
  10.0	2	3
  11.0	1	2
  12.0	3	1
  13.0	2	1
  14.0	3	5
  15.0	0	3
  16.0	0	1
  17.0	1	3
  18.0	2	0
  19.0	1	3
  20.0	3	5
  21.0	1	0
  22.0	2	4
  23.0	1	0
  24.0	3	0
  25.0	0	0
  26.0	0	0
  27.0	1	5
  28.0	2	0
  29.0	3	2
  30.0	0	1
  31.0	3	2
  32.0	0	2
  33.0	2	1
  34.0	1	3
  35.0	2	1
  36.0	4	2
  37.0	5	7
  38.0	5	5
  39.0	5	4
  40.0	1	3
  41.0	2	0
  42.0	0	3
  43.0	2	2
  44.0	0	3
  45.0	3	1
  46.0	1	0
  47.0	3	0
  48.0	0	1
  49.0	1	2
  50.0	2	1
  51.0	1	2
  52.0	3	1
  53.0	7	1
  54.0	1	3
  55.0	1	2
  56.0	0	0
  57.0	5	4
  58.0	3	1
  59.0	4	0
  60.0	3	2
  61.0	0	0
  62.0	4	3
  63.0	0	2
  64.0	3	1
  65.0	0	2
  66.0	3	0
  67.0	2	5
  68.0	2	1
  69.0	1	5
  70.0	0	3
  71.0	4	3
  72.0	5	3
  73.0	1	4
  74.0	2	2
  75.0	1	1
  76.0	2	3
  77.0	1	3
  78.0	3	3
  79.0	2	1
  80.0	2	1
  81.0	3	1
  82.0	0	4
  83.0	3	3
  84.0	4	2
  85.0	0	4
  86.0	3	3
  87.0	3	2
  88.0	2	2
  89.0	1	2
  90.0	2	1
  91.0	2	3
  92.0	1	2
  93.0	3	0
  94.0	1	1
  95.0	0	0
DB 0 MOTIF	MA0834.1	ATF7
 -93.0	0	0
 -92.0	1	0
 -91.0	0	0
 -90.0	0	0
 -89.0	1	0
 -88.0	0	1
 -87.0	1	1
 -86.0	0	2
 -85.0	0	0
 -84.0	0	1
 -83.0	1	0
 -82.0	0	1
 -81.0	0	0
 -80.0	0	0
 -79.0	0	1
 -78.0	0	0
 -77.0	0	0
 -76.0	0	1
 -75.0	0	1
 -74.0	1	0
 -73.0	0	0
 -72.0	0	1
 -71.0	0	1
 -70.0	0	0
 -69.0	1	0
 -68.0	1	0
 -67.0	1	0
 -66.0	0	1
 -65.0	1	0
 -64.0	0	0
 -63.0	0	2
 -62.0	2	0
 -61.0	1	1
 -60.0	1	1
 -59.0	0	1
 -58.0	0	1
 -57.0	1	0
 -56.0	2	0
 -55.0	2	1
 -54.0	1	0
 -53.0	2	0
 -52.0	3	0
 -51.0	1	2
 -50.0	0	0
 -49.0	0	0
 -48.0	0	1
 -47.0	0	1
 -46.0	1	0
 -45.0	0	1
 -44.0	0	0
 -43.0	3	0
 -42.0	1	1
 -41.0	0	0
 -40.0	0	0
 -39.0	0	0
 -38.0	0	0
 -37.0	0	0
 -36.0	0	0
 -35.0	0	0
 -34.0	0	0
 -33.0	0	0
 -32.0	0	1
 -31.0	0	0
 -30.0	0	0
 -29.0	2	0
 -28.0	0	0
 -27.0	0	0
 -26.0	0	0
 -25.0	0	0
 -24.0	1	0
 -23.0	0	0
 -22.0	0	0
 -21.0	2	0
 -20.0	0	0
 -19.0	0	0
 -18.0	1	2
 -17.0	1	0
 -16.0	1	0
 -15.0	0	0
 -14.0	0	0
 -13.0	1	1
 -12.0	0	0
 -11.0	0	0
 -10.0	0	0
  -9.0	0	0
  -8.0	0	0
  -7.0	0	0
  -6.0	0	0
  -5.0	0	3
  -4.0	0	0
  -3.0	0	0
  -2.0	0	0
  -1.0	0	0
   0.0	0	0
   1.0	0	0
   2.0	0	0
   3.0	0	0
   4.0	0	0
   5.0	0	0
   6.0	0	0
   7.0	0	0
   8.0	0	0
   9.0	0	0
  10.0	0	0
  11.0	0	0
  12.0	0	0
  13.0	0	0
  14.0	0	0
  15.0	0	0
  16.0	0	1
  17.0	0	0
  18.0	0	0
  19.0	0	0
  20.0	0	0
  21.0	0	0
  22.0	0	0
  23.0	0	0
  24.0	0	1
  25.0	0	0
  26.0	0	0
  27.0	1	0
  28.0	0	0
  29.0	0	0
  30.0	0	0
  31.0	0	0
  32.0	0	0
  33.0	0	0
  34.0	0	0
  35.0	0	0
  36.0	0	0
  37.0	0	0
  38.0	0	0
  39.0	0	0
  40.0	0	0
  41.0	0	0
  42.0	0	0
  43.0	0	0
  44.0	0	0
  45.0	0	0
  46.0	0	0
  47.0	0	0
  48.0	0	0
  49.0	0	0
  50.0	0	0
  51.0	0	0
  52.0	0	0
  53.0	0	0
  54.0	0	0
  55.0	0	0
  56.0	0	0
  57.0	0	0
  58.0	0	0
  59.0	1	0
  60.0	0	0
  61.0	0	0
  62.0	0	0
  63.0	0	0
  64.0	0	0
  65.0	0	0
  66.0	0	1
  67.0	0	0
  68.0	0	0
  69.0	0	0
  70.0	0	0
  71.0	0	0
  72.0	0	0
  73.0	0	0
  74.0	0	0
  75.0	0	0
  76.0	0	1
  77.0	0	0
  78.0	0	0
  79.0	0	0
  80.0	0	0
  81.0	0	0
  82.0	0	0
  83.0	0	0
  84.0	0	0
  85.0	1	0
  86.0	0	0
  87.0	0	0
  88.0	0	0
  89.0	0	0
  90.0	0	0
  91.0	0	0
  92.0	0	0
  93.0	0	0
DB 0 MOTIF	MA0835.1	BATF3
 -93.0	0	0
 -92.0	0	0
 -91.0	0	0
 -90.0	0	0
 -89.0	0	0
 -88.0	0	1
 -87.0	0	0
 -86.0	0	0
 -85.0	0	0
 -84.0	0	1
 -83.0	0	0
 -82.0	0	0
 -81.0	0	0
 -80.0	0	0
 -79.0	0	0
 -78.0	0	0
 -77.0	0	0
 -76.0	0	0
 -75.0	0	0
 -74.0	0	0
 -73.0	0	0
 -72.0	0	0
 -71.0	0	0
 -70.0	0	0
 -69.0	0	0
 -68.0	0	0
 -67.0	0	0
 -66.0	0	0
 -65.0	0	0
 -64.0	0	0
 -63.0	0	0
 -62.0	0	0
 -61.0	1	0
 -60.0	0	0
 -59.0	1	0
 -58.0	0	0
 -57.0	1	0
 -56.0	0	0
 -55.0	2	0
 -54.0	1	0
 -53.0	1	0
 -52.0	0	0
 -51.0	1	1
 -50.0	0	0
 -49.0	0	0
 -48.0	0	1
 -47.0	0	0
 -46.0	1	0
 -45.0	0	1
 -44.0	0	0
 -43.0	3	0
 -42.0	1	0
 -41.0	0	0
 -40.0	0	0
 -39.0	0	0
 -38.0	0	0
 -37.0	0	0
 -36.0	0	0
 -35.0	0	0
 -34.0	0	0
 -33.0	0	0
 -32.0	0	0
 -31.0	0	3
 -30.0	0	0
 -29.0	0	0
 -28.0	0	0
 -27.0	0	0
 -26.0	0	0
 -25.0	0	0
 -24.0	1	0
 -23.0	0	0
 -22.0	0	0
 -21.0	1	0
 -20.0	0	0
 -19.0	0	0
 -18.0	0	1
 -17.0	1	0
 -16.0	0	0
 -15.0	0	0
 -14.0	0	0
 -13.0	0	0
 -12.0	0	0
 -11.0	0	0
 -10.0	0	0
  -9.0	0	0
  -8.0	0	0
  -7.0	0	0
  -6.0	0	0
  -5.0	0	2
  -4.0	0	0
  -3.0	0	0
  -2.0	0	0
  -1.0	0	0
   0.0	0	0
   1.0	0	0
   2.0	0	0
   3.0	0	0
   4.0	0	0
   5.0	0	0
   6.0	0	0
   7.0	0	0
   8.0	0	0
   9.0	0	0
  10.0	0	0
  11.0	0	0
  12.0	0	0
  13.0	0	0
  14.0	0	0
  15.0	0	0
  16.0	0	0
  17.0	0	0
  18.0	0	1
  19.0	0	0
  20.0	0	0
  21.0	0	0
  22.0	0	0
  23.0	0	0
  24.0	0	0
  25.0	0	0
  26.0	0	0
  27.0	0	0
  28.0	0	0
  29.0	0	0
  30.0	0	0
  31.0	0	0
  32.0	0	0
  33.0	0	0
  34.0	0	0
  35.0	0	0
  36.0	0	0
  37.0	0	0
  38.0	0	0
  39.0	0	0
  40.0	0	0
  41.0	0	0
  42.0	0	0
  43.0	0	0
  44.0	0	0
  45.0	0	0
  46.0	0	0
  47.0	0	0
  48.0	0	0
  49.0	0	0
  50.0	0	0
  51.0	0	0
  52.0	0	0
  53.0	0	0
  54.0	0	0
  55.0	0	0
  56.0	0	0
  57.0	0	0
  58.0	0	0
  59.0	0	0
  60.0	0	0
  61.0	0	0
  62.0	0	0
  63.0	0	0
  64.0	0	0
  65.0	0	0
  66.0	0	0
  67.0	0	0
  68.0	0	0
  69.0	0	0
  70.0	0	0
  71.0	0	0
  72.0	0	0
  73.0	0	0
  74.0	0	0
  75.0	0	0
  76.0	0	0
  77.0	0	0
  78.0	0	0
  79.0	0	0
  80.0	0	0
  81.0	0	0
  82.0	0	0
  83.0	0	0
  84.0	0	0
  85.0	0	0
  86.0	0	0
  87.0	0	0
  88.0	0	0
  89.0	0	0
  90.0	0	0
  91.0	0	0
  92.0	0	0
  93.0	0	0
DB 0 MOTIF	MA0840.1	Creb5
 -94.0	0	1
 -93.0	1	0
 -92.0	1	0
 -91.0	0	0
 -90.0	0	0
 -89.0	0	0
 -88.0	0	1
 -87.0	1	1
 -86.0	0	1
 -85.0	1	0
 -84.0	0	1
 -83.0	0	0
 -82.0	0	0
 -81.0	0	0
 -80.0	0	0
 -79.0	0	0
 -78.0	0	0
 -77.0	0	1
 -76.0	0	2
 -75.0	1	0
 -74.0	0	0
 -73.0	0	0
 -72.0	0	1
 -71.0	0	1
 -70.0	0	0
 -69.0	0	1
 -68.0	1	0
 -67.0	1	0
 -66.0	0	1
 -65.0	1	0
 -64.0	0	1
 -63.0	0	2
 -62.0	2	0
 -61.0	1	0
 -60.0	1	1
 -59.0	0	0
 -58.0	0	1
 -57.0	1	0
 -56.0	2	0
 -55.0	1	1
 -54.0	2	0
 -53.0	2	0
 -52.0	3	0
 -51.0	1	2
 -50.0	0	0
 -49.0	0	0
 -48.0	0	2
 -47.0	0	1
 -46.0	1	0
 -45.0	1	1
 -44.0	0	0
 -43.0	4	0
 -42.0	0	1
 -41.0	0	0
 -40.0	0	0
 -39.0	0	0
 -38.0	0	0
 -37.0	0	0
 -36.0	0	0
 -35.0	0	1
 -34.0	0	0
 -33.0	0	0
 -32.0	0	0
 -31.0	0	0
 -30.0	0	0
 -29.0	2	0
 -28.0	0	0
 -27.0	0	0
 -26.0	0	0
 -25.0	0	0
 -24.0	1	0
 -23.0	0	0
 -22.0	1	0
 -21.0	2	0
 -20.0	0	0
 -19.0	0	0
 -18.0	1	2
 -17.0	1	0
 -16.0	0	0
 -15.0	0	0
 -14.0	0	0
 -13.0	0	1
 -12.0	0	0
 -11.0	0	0
 -10.0	0	0
  -9.0	0	0
  -8.0	0	0
  -7.0	0	0
  -6.0	0	1
  -5.0	0	2
  -4.0	0	0
  -3.0	0	0
  -2.0	0	0
  -1.0	0	0
   0.0	0	0
   1.0	0	0
   2.0	0	0
   3.0	0	0
   4.0	0	0
   5.0	0	0
   6.0	0	0
   7.0	0	0
   8.0	0	0
   9.0	0	0
  10.0	0	1
  11.0	1	1
  12.0	0	0
  13.0	0	0
  14.0	0	0
  15.0	0	0
  16.0	0	1
  17.0	0	0
  18.0	0	0
  19.0	0	0
  20.0	0	0
  21.0	0	0
  22.0	0	0
  23.0	0	0
  24.0	0	1
  25.0	0	0
  26.0	0	0
  27.0	1	0
  28.0	0	0
  29.0	0	0
  30.0	0	1
  31.0	0	0
  32.0	0	0
  33.0	0	0
  34.0	0	0
  35.0	0	0
  36.0	0	0
  37.0	0	0
  38.0	0	0
  39.0	0	0
  40.0	0	0
  41.0	0	0
  42.0	0	0
  43.0	0	0
  44.0	0	0
  45.0	0	0
  46.0	0	0
  47.0	0	0
  48.0	0	0
  49.0	1	0
  50.0	1	0
  51.0	0	0
  52.0	0	0
  53.0	0	0
  54.0	1	0
  55.0	0	0
  56.0	0	0
  57.0	0	0
  58.0	0	0
  59.0	1	0
  60.0	0	0
  61.0	0	0
  62.0	0	0
  63.0	0	0
  64.0	0	0
  65.0	0	0
  66.0	0	0
  67.0	0	0
  68.0	0	0
  69.0	0	0
  70.0	0	0
  71.0	0	0
  72.0	0	0
  73.0	0	0
  74.0	0	0
  75.0	0	0
  76.0	0	0
  77.0	0	0
  78.0	0	0
  79.0	0	0
  80.0	0	0
  81.0	0	0
  82.0	1	0
  83.0	2	0
  84.0	0	1
  85.0	1	0
  86.0	0	0
  87.0	0	0
  88.0	0	0
  89.0	0	0
  90.0	0	0
  91.0	0	0
  92.0	0	0
  93.0	0	0
  94.0	0	0
DB 0 MOTIF	MA0841.1	NFE2
 -94.5	0	2
 -93.5	0	1
 -92.5	0	1
 -91.5	2	2
 -90.5	1	6
 -89.5	1	0
 -88.5	0	0
 -87.5	2	1
 -86.5	3	3
 -85.5	0	0
 -84.5	0	1
 -83.5	2	3
 -82.5	0	1
 -81.5	0	0
 -80.5	3	0
 -79.5	1	0
 -78.5	0	2
 -77.5	2	0
 -76.5	2	1
 -75.5	1	0
 -74.5	2	2
 -73.5	1	1
 -72.5	0	0
 -71.5	3	0
 -70.5	1	1
 -69.5	2	1
 -68.5	4	2
 -67.5	2	3
 -66.5	2	1
 -65.5	0	0
 -64.5	0	0
 -63.5	0	1
 -62.5	0	5
 -61.5	2	4
 -60.5	0	2
 -59.5	4	2
 -58.5	2	0
 -57.5	3	1
 -56.5	3	2
 -55.5	2	0
 -54.5	1	0
 -53.5	0	2
 -52.5	1	0
 -51.5	2	0
 -50.5	2	0
 -49.5	1	1
 -48.5	1	0
 -47.5	4	1
 -46.5	0	0
 -45.5	0	1
 -44.5	1	2
 -43.5	6	2
 -42.5	0	3
 -41.5	6	3
 -40.5	3	1
 -39.5	0	1
 -38.5	1	0
 -37.5	0	0
 -36.5	0	1
 -35.5	0	2
 -34.5	0	0
 -33.5	1	0
 -32.5	0	2
 -31.5	0	1
 -30.5	0	0
 -29.5	1	1
 -28.5	0	1
 -27.5	0	1
 -26.5	0	0
 -25.5	1	0
 -24.5	0	0
 -23.5	0	0
 -22.5	0	2
 -21.5	0	0
 -20.5	0	0
 -19.5	0	0
 -18.5	0	2
 -17.5	0	0
 -16.5	0	0
 -15.5	0	1
 -14.5	0	0
 -13.5	0	0
 -12.5	1	0
 -11.5	0	1
 -10.5	0	0
  -9.5	1	0
  -8.5	0	0
  -7.5	0	1
  -6.5	1	0
  -5.5	0	0
  -4.5	1	0
  -3.5	0	0
  -2.5	0	0
  -1.5	3	1
  -0.5	0	3
   0.5	0	0
   1.5	0	0
   2.5	0	0
   3.5	0	1
   4.5	0	0
   5.5	2	2
   6.5	0	0
   7.5	1	0
   8.5	0	1
   9.5	0	0
  10.5	2	0
  11.5	0	0
  12.5	1	0
  13.5	0	0
  14.5	0	0
  15.5	0	0
  16.5	0	0
  17.5	0	0
  18.5	0	0
  19.5	0	0
  20.5	0	1
  21.5	0	0
  22.5	0	0
  23.5	0	0
  24.5	0	0
  25.5	0	0
  26.5	0	0
  27.5	0	0
  28.5	0	0
  29.5	0	0
  30.5	0	0
  31.5	2	1
  32.5	0	0
  33.5	0	0
  34.5	0	0
  35.5	0	0
  36.5	0	0
  37.5	0	0
  38.5	0	0
  39.5	0	0
  40.5	0	0
  41.5	0	0
  42.5	0	0
  43.5	0	0
  44.5	0	0
  45.5	0	0
  46.5	0	0
  47.5	0	0
  48.5	0	0
  49.5	0	0
  50.5	0	1
  51.5	0	0
  52.5	1	1
  53.5	0	0
  54.5	0	0
  55.5	0	0
  56.5	0	0
  57.5	0	0
  58.5	0	0
  59.5	0	0
  60.5	0	0
  61.5	1	5
  62.5	1	0
  63.5	0	0
  64.5	0	0
  65.5	0	0
  66.5	0	0
  67.5	0	0
  68.5	0	0
  69.5	0	0
  70.5	0	1
  71.5	0	0
  72.5	0	0
  73.5	0	0
  74.5	0	0
  75.5	0	0
  76.5	0	1
  77.5	0	0
  78.5	0	1
  79.5	0	0
  80.5	0	0
  81.5	0	1
  82.5	0	0
  83.5	0	0
  84.5	0	0
  85.5	1	0
  86.5	0	0
  87.5	1	2
  88.5	0	0
  89.5	0	0
  90.5	0	0
  91.5	3	0
  92.5	0	0
  93.5	0	0
  94.5	0	0
DB 0 MOTIF	MA0847.1	FOXD2
 -96.5	5	2
 -95.5	0	1
 -94.5	5.5	5
 -93.5	5	6
 -92.5	4	3
 -91.5	2	1
 -90.5	1	3
 -89.5	6	5
 -88.5	0	7
 -87.5	4	2.5
 -86.5	5	6
 -85.5	4	2
 -84.5	3	2
 -83.5	5	5
 -82.5	2	1
 -81.5	2	2
 -80.5	2.5	1
 -79.5	4	3
 -78.5	2	5
 -77.5	1	4.5
 -76.5	5	1
 -75.5	1	2
 -74.5	4	4
 -73.5	1	0.5
 -72.5	4.5	1
 -71.5	3	4
 -70.5	2	1
 -69.5	1	0.5
 -68.5	4	3
 -67.5	2	1
 -66.5	3	2
 -65.5	2	3
 -64.5	2	3
 -63.5	0	2
 -62.5	1	3
 -61.5	2	3
 -60.5	1	2
 -59.5	2	4
 -58.5	1	2
 -57.5	3	1
 -56.5	3	7
 -55.5	2	7
 -54.5	3	3
 -53.5	2	5
 -52.5	1	1
 -51.5	1	1
 -50.5	3	6
 -49.5	4	3
 -48.5	2	0
 -47.5	0	1
 -46.5	1	5
 -45.5	1	0
 -44.5	3	4
 -43.5	3	2
 -42.5	3	5
 -41.5	0	2.5
 -40.5	2	2
 -39.5	3	1
 -38.5	1	1
 -37.5	1	1
 -36.5	0	0
 -35.5	1	4
 -34.5	3	6
 -33.5	6	5
 -32.5	5	5
 -31.5	1	0
 -30.5	2	3
 -29.5	3	1
 -28.5	4	2
 -27.5	5	7
 -26.5	4	4
 -25.5	8	4.25
 -24.5	7.5	7
 -23.5	7	4
 -22.5	1	2
 -21.5	9	1.5
 -20.5	4.5	1
 -19.5	1	0
 -18.5	1	3
 -17.5	1	2
 -16.5	4	1
 -15.5	1	1
 -14.5	1	2.5
 -13.5	2	0
 -12.5	0	0
 -11.5	1	3
 -10.5	2	0.5
  -9.5	4	2
  -8.5	0	3
  -7.5	2	2
  -6.5	2	2
  -5.5	1	1
  -4.5	4	4
  -3.5	0	3
  -2.5	1	2
  -1.5	7	2.5
  -0.5	0	0
   0.5	0.5	2
   1.5	1	0
   2.5	4	3
   3.5	0	1
   4.5	6	7
   5.5	4	0
   6.5	0	1
   7.5	0	0
   8.5	2	7
   9.5	1	3
  10.5	0	2
  11.5	3	0
  12.5	8	0
  13.5	1	4.5
  14.5	5	2
  15.5	1	1
  16.5	1	0
  17.5	0	1
  18.5	4	2
  19.5	0	0.25
  20.5	0	1
  21.5	0	0
  22.5	0	1
  23.5	1	4
  24.5	2	3
  25.5	1	0
  26.5	3	2
  27.5	5	1
  28.5	0	1
  29.5	0	3
  30.5	2	1
  31.5	3	4
  32.5	3	1
  33.5	1	0
  34.5	1	6
  35.5	0	3
  36.5	0	2
  37.5	2	0
  38.5	4	1
  39.5	0	2
  40.5	2	1
  41.5	2	6
  42.5	1	1
  43.5	5	1
  44.5	1	3
  45.5	1	0
  46.5	1	0
  47.5	2	2
  48.5	2	1
  49.5	2	2.25
  50.5	1	0
  51.5	2	1
  52.5	4	1
  53.5	3	2
  54.5	1	2
  55.5	2	1
  56.5	1	4
  57.5	1	2
  58.5	3.5	5
  59.5	2	5
  60.5	1	3
  61.5	4	0
  62.5	3	3
  63.5	0	3
  64.5	2	4
  65.5	8	4
  66.5	1	2
  67.5	4.5	6
  68.5	3	4
  69.5	2	3
  70.5	1.5	3.5
  71.5	3.5	3
  72.5	2	3
  73.5	2	1
